,target,1,2,3,4,text
37,0,2260228529,Sat Jun 20 18:52:53 PDT 2009,NO_QUERY,chrisnickinson,3 cheers for losing the cell phone charger cable 
38,0,1986467205,Sun May 31 18:52:26 PDT 2009,NO_QUERY,valdivia1,&quot;Binthia&quot; is serious now. She hot really quiet and looks mad tired. Kinda feel bad cuz she had to drive after only sleeping a few hours 
39,0,2067716535,Sun Jun 07 12:50:06 PDT 2009,NO_QUERY,dancer4lifex,*twisted.. gahh studying is making screw up my commercial 
40,0,2055097944,Sat Jun 06 08:41:37 PDT 2009,NO_QUERY,pinkykei,needs heLp from a wordpress theme expert  http://plurk.com/p/ywsk3
41,0,2204351031,Wed Jun 17 01:59:33 PDT 2009,NO_QUERY,andrewneary,"Watching a progress bar go across the screen. Very, very dull and tedious. "
42,0,2179596492,Mon Jun 15 09:19:16 PDT 2009,NO_QUERY,DJMissfrenchie,"Been working hard. London had glorious weather, came back to Kent and it was raining "
43,0,2067619204,Sun Jun 07 12:39:52 PDT 2009,NO_QUERY,Joe_McHugh,eaten way too much junk food. feel as if i'm about to explode! not good 
44,0,2007062563,Tue Jun 02 12:05:25 PDT 2009,NO_QUERY,sabenn22,once the concert stories start rollin in I might have to go into hibernation 
45,0,2261547070,Sat Jun 20 20:57:47 PDT 2009,NO_QUERY,inashlalaland,one month ago i was the most happiest person.. n now.. ijustwannadie 
46,0,2190948506,Tue Jun 16 04:09:06 PDT 2009,NO_QUERY,JessicaPearman,http://vibejournal.com/jessica_art/ needs a new home 
47,0,2230801633,Thu Jun 18 17:37:30 PDT 2009,NO_QUERY,duhhjennster,grounded 
48,0,1975450744,Sat May 30 15:11:00 PDT 2009,NO_QUERY,Stylerep,@Cause4Conceit And I luv it!! But I'm very hurt that only Sam Goody had the album in my city and they sold out!! 
49,0,1984948893,Sun May 31 16:07:35 PDT 2009,NO_QUERY,leighannirvine,@Trucco905 yeah i have these extra strength things my mum takes for her leg! and no chemist will be open when i go... god! 
50,0,2186028238,Mon Jun 15 18:15:11 PDT 2009,NO_QUERY,bostonaustin,"Meeting fail, nothing resolved. Going to be a rough week "
51,0,2215147702,Wed Jun 17 17:44:33 PDT 2009,NO_QUERY,oldergirlbeauty,"@mallybeauty Can. Not. Wait!  I will stay up to see what goodies you bring, since I am still waitlisted for you TSV.  "
52,0,1996545073,Mon Jun 01 15:15:55 PDT 2009,NO_QUERY,illogicalmonse,My nose got sunburned &amp; now its peeling. Ewww 
53,0,2237834545,Fri Jun 19 06:25:55 PDT 2009,NO_QUERY,simba909,Shopping with sis and Alex... I don't feel like shopping when on vacation 
54,0,2000611239,Mon Jun 01 22:30:58 PDT 2009,NO_QUERY,setpihi,@mitchelmusso I can't buy the album. I'm sad.  Reason: Australia. Need I say more? Congrats tho and all the best of luck!! &lt;3
55,0,1998629697,Mon Jun 01 18:52:03 PDT 2009,NO_QUERY,bkepn,"just woke up, ive been asleep sine 4 hah. i dont feel good  &amp; the people i used to steal internet from, moved. so text (: instead of m ..."
56,0,2179518179,Mon Jun 15 09:12:48 PDT 2009,NO_QUERY,meechi_blue,@IRe_laNd 
57,0,2179394526,Mon Jun 15 09:02:46 PDT 2009,NO_QUERY,length2mm,@somanybabes ARE U WORKING TMR?!? shit cathay shutter very heavy 
58,0,2233967431,Thu Jun 18 22:11:55 PDT 2009,NO_QUERY,bradwhiteau,"@Hoops_angel Yup, sold out...I tried to get another one last week and all gone  Still looking round but nothing yet."
59,0,2327396964,Thu Jun 25 08:17:41 PDT 2009,NO_QUERY,MagicDandelions,"Keeping my friend and her children in my thoughts today, as they mourn the loss of their husband/father who suddenly died yesterday. "
60,0,2064150967,Sun Jun 07 05:23:34 PDT 2009,NO_QUERY,BrandyWandLover,"@rustyrockets i think, mr brand, that u at least owe us a few tweets after abandoning us uk girlies for LA  xx"
61,0,2068428952,Sun Jun 07 14:03:51 PDT 2009,NO_QUERY,blackenedgirl,"My dad wiped our comp hard drive cuz hes weird, so i cant watch buckley on blogtv  34 more minutes  &lt;!itsabby!&gt;"
62,0,2065197749,Sun Jun 07 08:06:10 PDT 2009,NO_QUERY,gabrielsoaresbr,wake up early tomorrow . 
63,0,2230638095,Thu Jun 18 17:23:44 PDT 2009,NO_QUERY,soridicuLES,@Sadieozdesoy hopefully i'll feel better by tomorrow  i might have strep
64,0,2322448676,Wed Jun 24 22:38:09 PDT 2009,NO_QUERY,felinius,"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;"
65,0,2053747145,Sat Jun 06 05:34:39 PDT 2009,NO_QUERY,rachaar,"@jnyemb oh no way, you can't do that! Sooo unfair "
66,0,1825255459,Sun May 17 05:00:12 PDT 2009,NO_QUERY,jennymeadow,has been driven indoors - away from her bedding plants - by the rain  
67,0,2247489736,Fri Jun 19 19:10:27 PDT 2009,NO_QUERY,sashawintafruit,"@YourTheCutest nope, thats what i didnt get to have tonight "
68,0,2071809015,Sun Jun 07 19:57:26 PDT 2009,NO_QUERY,minemogul3,disappointed  signing off
69,0,2323250377,Thu Jun 25 00:13:40 PDT 2009,NO_QUERY,kpartridge11,"is tired of putting forth soooo much effort, and getting nothing in return. "
70,0,1548318427,Fri Apr 17 20:37:29 PDT 2009,NO_QUERY,CFOServices,@GirlswithGoals I'm sorry to hear about the death of your beloved canine 
71,0,2189325064,Mon Jun 15 23:46:35 PDT 2009,NO_QUERY,parastoo,7 killed in Tehran yesterday? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html  #IranElection
72,0,1823219127,Sat May 16 21:24:13 PDT 2009,NO_QUERY,MsBailes,"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back "
73,0,2203443747,Tue Jun 16 23:45:12 PDT 2009,NO_QUERY,alicerydon,I need a hug...and less cynicism. It's making me depressed. 
74,0,1981408276,Sun May 31 09:05:23 PDT 2009,NO_QUERY,HayleyIB,"To atascadeo! Again for practice  text, tweet, myspace."
75,0,1994177368,Mon Jun 01 11:32:03 PDT 2009,NO_QUERY,kthomas5,Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop 
76,0,2248322465,Fri Jun 19 20:26:34 PDT 2009,NO_QUERY,Joyz223,Shit! I lost my HK debit card 
77,0,2208991103,Wed Jun 17 09:52:44 PDT 2009,NO_QUERY,thisgrrrl,@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?
78,0,2059405445,Sat Jun 06 16:52:05 PDT 2009,NO_QUERY,paranoiattackk,"Okay, apparently I DIDN'T miss the deadline for JB m&amp;g's, but it would be kinda lame to win, I would feel really bad about it. "
79,0,2179618494,Mon Jun 15 09:21:03 PDT 2009,NO_QUERY,geisha88,just finished bade..... surfing online... nutn much to do 
80,0,1676726411,Fri May 01 22:58:52 PDT 2009,NO_QUERY,shtevo,"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. "
81,0,2240290848,Fri Jun 19 09:34:10 PDT 2009,NO_QUERY,marisasmile,I really want to see Boys Like Girls tonight! 
82,0,1827677663,Sun May 17 11:12:58 PDT 2009,NO_QUERY,Portabass,@elliotmacaluso I opened.... without you 
83,0,2249532719,Fri Jun 19 22:30:45 PDT 2009,NO_QUERY,skyenat,@nokking kino sold out already. Popular also. Borders said they're not sure if they're even able to get copies 
84,0,1572842130,Mon Apr 20 22:45:11 PDT 2009,NO_QUERY,meganhurley,@lindseliz tweet tweet! why can't i write on your wall? 
85,0,1553272282,Sat Apr 18 13:49:36 PDT 2009,NO_QUERY,stephamichele,@hansonmusic I wish the fan event in Tulsa was NOT during my college graduation  miss you guys!
86,0,1692919804,Sun May 03 21:06:04 PDT 2009,NO_QUERY,4NDR3W_JUN9,This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please. 
87,0,1989870919,Mon Jun 01 03:05:59 PDT 2009,NO_QUERY,imadreamer143,My throat is still soreeeee  I can't wait until this is overrrrr
88,0,2250659864,Sat Jun 20 01:07:36 PDT 2009,NO_QUERY,LucindaShonna,Crap Steve Jobs had a liver transplant???? Oh man thats not good  LOL
89,0,1559840103,Sun Apr 19 12:10:51 PDT 2009,NO_QUERY,JameeBean,So upset that spring break is like over 
90,0,2215802062,Wed Jun 17 18:37:52 PDT 2009,NO_QUERY,inikia,On the phone with my baby. I miss him so much. 
91,0,2000977193,Mon Jun 01 23:29:17 PDT 2009,NO_QUERY,itzkeylovebaby,Im having weight issues  im upset and scared. [AyshiakiAyana]
92,0,2219315671,Thu Jun 18 00:15:45 PDT 2009,NO_QUERY,kimmy_gurl_33,"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  "
93,0,2266892916,Sun Jun 21 09:16:29 PDT 2009,NO_QUERY,missmoose313,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! 
94,0,1556550702,Sat Apr 18 23:17:26 PDT 2009,NO_QUERY,griffmiester,"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. "
95,0,2249156143,Fri Jun 19 21:49:09 PDT 2009,NO_QUERY,jazzfade,ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E 
96,0,2190824590,Tue Jun 16 03:49:48 PDT 2009,NO_QUERY,michaelbaylosis,@beyoncatweets How awesome? Lol... I guess they were good but it could still be better 
97,0,1956657912,Thu May 28 22:22:26 PDT 2009,NO_QUERY,stephaaniemarie,Cuddling with Sammy before I leave him until Sunday  My baaaby!
98,0,2190790629,Tue Jun 16 03:44:11 PDT 2009,NO_QUERY,sadbuttrue,"@revdal @fibrefairy I keep dropping (un)subtle hints to @sjrdouglas, but I'm not sure that she's hearing them "
99,0,2016514763,Wed Jun 03 06:54:41 PDT 2009,NO_QUERY,tygerzoe,"worse than i suspected, she was so disgusted in me, she wouldn't talk to me, i had to talk to the dentistry-class-taking receptionist, "
100,0,1686231015,Sun May 03 04:27:03 PDT 2009,NO_QUERY,ghassanb,Fast Food For Lunch! 
101,0,2216222412,Wed Jun 17 19:11:50 PDT 2009,NO_QUERY,bijouboutique,@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol
102,0,2060305699,Sat Jun 06 18:39:28 PDT 2009,NO_QUERY,satyr405,"@GimmeTOKYO that... Actually looks pretty cool, I wanna play too "
103,0,2006461353,Tue Jun 02 11:12:07 PDT 2009,NO_QUERY,crazymitchell,Only 1 hour 50 minutes left of work  Better get back to it then 
104,0,2069280822,Sun Jun 07 15:35:24 PDT 2009,NO_QUERY,envysays,@BBManik naw  are you!?
105,0,1573615885,Tue Apr 21 02:01:05 PDT 2009,NO_QUERY,princessbutterc,@munkimatt yes but I can play while I work with this iPhone!! I smashed my screen on sat  ok add me in facebook!! Lady Vivienne McCourt!
106,0,1975977806,Sat May 30 16:19:10 PDT 2009,NO_QUERY,irishchicky28,WTF?! no pounds lost since I stopped the lemon diet!!!!  sux....
107,0,1990598772,Mon Jun 01 05:17:13 PDT 2009,NO_QUERY,Bacon25,@_misshannah damn you !!!  that's properly unfair!
108,0,1986917523,Sun May 31 19:30:37 PDT 2009,NO_QUERY,FayeFoucault,MTV awards are not on in my area 
109,0,1932287974,Tue May 26 21:10:34 PDT 2009,NO_QUERY,pressrecordmag,"@Personal__Jesus no more ben  it will be a bittersweet show, will you be there?"
110,0,2261281815,Sat Jun 20 20:32:48 PDT 2009,NO_QUERY,LadyLawww,Work sucks when your here all day 
111,0,1956408591,Thu May 28 21:48:57 PDT 2009,NO_QUERY,letgotoosoon,@tommcfly you met the fans on wednesday at hilton's bar. meet us! haha  i know you tired but we spent lost of money here just to see you 
112,0,1685528565,Sun May 03 00:48:12 PDT 2009,NO_QUERY,UneeQ12,workin the graveyard shift 
113,0,2199382523,Tue Jun 16 17:25:20 PDT 2009,NO_QUERY,vanessasaywhaaa,@tromboneforhire nooope  its long gone. getting an iphone soon
114,0,1970185954,Sat May 30 02:48:45 PDT 2009,NO_QUERY,ShaliniN,I'm extrememly lonely right now! Everyone is out and I'm stuck here doing Maths revision...against my will! Boo! 
115,0,2323252014,Thu Jun 25 00:13:53 PDT 2009,NO_QUERY,xxellenx,this flat hunting malarky is rubbish 
116,0,2047502457,Fri Jun 05 13:44:56 PDT 2009,NO_QUERY,DinoGoesRawr,@goodlemax hee yepp i have to go to cottage soon  grr.
117,0,2203647466,Wed Jun 17 00:12:33 PDT 2009,NO_QUERY,MelleRobot,Who is going to the Online Fashion 100 party tonight in London? I am invited but nobody to go with 
118,0,2181363433,Mon Jun 15 11:43:39 PDT 2009,NO_QUERY,tastefulcupcake,Omg my bff just said he wouldn't kiss me @NasVegas 
119,0,1677492363,Sat May 02 02:21:59 PDT 2009,NO_QUERY,silentloner,My head isn't healing well it feels that way 
120,0,2231578680,Thu Jun 18 18:44:39 PDT 2009,NO_QUERY,lkefct,so we came in fourth place for trivia. oh well. 
121,0,2224714077,Thu Jun 18 09:50:32 PDT 2009,NO_QUERY,Aintialady,@savvygrl Eww.. That looks gross... I am guilty of still eating fish... 
122,0,1998827283,Mon Jun 01 19:11:22 PDT 2009,NO_QUERY,adrijuicy,i really need to vomit 
123,0,2326866322,Thu Jun 25 07:36:53 PDT 2009,NO_QUERY,jill777,@DonnieWahlberg Morning! Will you @jasonjmikemgmt be giving out tix to houston as well??  i want 2 make the trip &amp; there is sh*t left! 
124,0,2003672507,Tue Jun 02 06:57:11 PDT 2009,NO_QUERY,clayaaa,@ChristPA I really don't wanna be a vampire loving tween 
125,0,2062368011,Sat Jun 06 23:02:10 PDT 2009,NO_QUERY,tim_butcher,@jemappellekim it all got a bit messy. When are you back in Melb? Just about to board flight to Adelaide 
126,0,2235765879,Fri Jun 19 02:01:18 PDT 2009,NO_QUERY,pretty_paws,"@alisonrothwell Hi Ali, I can only DM you if you follow me  sucks huh? PM me through EKM if you like. Gaz"
127,0,2060730453,Sat Jun 06 19:28:04 PDT 2009,NO_QUERY,pattyxxcore,i made jiffypop because we have a gas stove here. only to find out it is loaded in trans- and saturated fats  i opted for triscuts.
128,0,2070820798,Sun Jun 07 18:21:14 PDT 2009,NO_QUERY,bhalleyhs,i want someone to cuddle with right now. 
129,0,2174870612,Sun Jun 14 23:30:42 PDT 2009,NO_QUERY,cutiexdoll,just woke upp .... wanna go back to sleeep 
130,0,2001368679,Tue Jun 02 00:39:33 PDT 2009,NO_QUERY,rogersnotrogers,@MissMarty  on a day like today I'd have loved that!  I only got to my lunch at 430 today 
131,0,2065618215,Sun Jun 07 08:57:49 PDT 2009,NO_QUERY,Christinahahaha,Also doesn't help that it is an absolutely gorgeous Boston day (mid 70s) AND @stacey_a_allen invited me to her sister's grad party. 
132,0,1573661749,Tue Apr 21 02:14:20 PDT 2009,NO_QUERY,ANTD123,@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck 
133,0,2007525119,Tue Jun 02 12:46:03 PDT 2009,NO_QUERY,juhmzywumzy,Ugh my mom took away half the cable 
134,0,1834824104,Mon May 18 04:19:15 PDT 2009,NO_QUERY,rmappleby,@andysc Probably just different. Welcome to proprietary driver development 
135,0,2050009982,Fri Jun 05 17:54:15 PDT 2009,NO_QUERY,acissssej,Watching naruto and josh stole my fruit snacks 
136,0,1691052418,Sun May 03 16:59:13 PDT 2009,NO_QUERY,bellezebub,dont like it when the tour ends. 
137,0,2179843781,Mon Jun 15 09:39:41 PDT 2009,NO_QUERY,KrisCamp,im getting my wisdom teeth out tomorrrow 
138,0,2194061519,Tue Jun 16 09:17:32 PDT 2009,NO_QUERY,ShadderdGlass,Going to chrio then for blood work blah I hate being sick I've felt gross for the last month 
139,0,2177068733,Mon Jun 15 05:22:58 PDT 2009,NO_QUERY,Lil_Miss_Dangaa,@jennmarie226 jealous I still have like 100 and something - and they havent even announced dates 
140,0,2189700092,Tue Jun 16 00:40:50 PDT 2009,NO_QUERY,Nicolee09x,"@DanggItsDevin hahar, whaaat concert youu goiing too? man yourr lucky  youu couldnt go &amp;&amp; not geht me anything ahar. "
141,0,1969255104,Fri May 29 23:28:21 PDT 2009,NO_QUERY,BeeRob504,man!! oh wellthis was wasted gas...i need a life and a new place of residency....Tay + company = me and the sofa.... 
142,0,2178300794,Mon Jun 15 07:29:54 PDT 2009,NO_QUERY,JoyAnnaMitchell,@LisaAucoin just had a tooth shatter last night  Nothing new otherwise. Loving the summer schedule lol Talk soon!!
143,0,1969844806,Sat May 30 01:26:40 PDT 2009,NO_QUERY,pradeeprama,Rahman's performing 2row in Pune. But I will not be able to make it 
144,0,2175336668,Mon Jun 15 00:42:24 PDT 2009,NO_QUERY,laurayvette,"bearly got home   ugh need to wash clothes,shower,sleep and wake up early for summer school :@"
145,0,2062234364,Sat Jun 06 22:40:27 PDT 2009,NO_QUERY,CVG95,I'm emo because I can't be part of demi's music video! one of the saddest days of my life 
146,0,2224349912,Thu Jun 18 09:23:42 PDT 2009,NO_QUERY,jordanalexisbby,"Poor Dyno  he's okay though, he didn't get flushed all the way!"
147,0,2174954568,Sun Jun 14 23:43:09 PDT 2009,NO_QUERY,candacefaye,Im mad im sittin here &amp; i wanna go to sleep but cant! uuuuhhh 
148,0,2297793861,Tue Jun 23 10:52:52 PDT 2009,NO_QUERY,kristeejo,@shadowfaerie ahhh i'll be driving to pick up hannah wed.  
149,0,1999941032,Mon Jun 01 21:06:16 PDT 2009,NO_QUERY,heycassadee,@JackAllTimeLow I think I'd enjoy it more if it wasn't so smoky  but we'll probably go!
150,0,2013118838,Tue Jun 02 21:57:41 PDT 2009,NO_QUERY,cmkhouri,ahhh noooo.....now everyone will know I'm gullible 
151,0,1981657409,Sun May 31 09:37:08 PDT 2009,NO_QUERY,cyberbonn,"@Dansharon - chilling here, have to get back to chores "
152,0,1834191909,Mon May 18 01:59:15 PDT 2009,NO_QUERY,raphka,watching lost and then i got to v=cover 150 pages 
153,0,2047667145,Fri Jun 05 13:59:53 PDT 2009,NO_QUERY,Beccaa93,@TheRealJordin i know exactly how your feeling  Im curled up in bed right now witha hot water bottle. NOT FUN! haha hope you feel better x
154,0,2196745761,Tue Jun 16 12:52:39 PDT 2009,NO_QUERY,kiers94,packing up my room 
155,0,1468617899,Tue Apr 07 02:45:41 PDT 2009,NO_QUERY,jaredgunter,Up since 3:00. Going to be a looooong day. 
156,0,1970405491,Sat May 30 03:44:23 PDT 2009,NO_QUERY,xCandyCaneLanex,"@RenoJacy Wow, who doesn't love me? Mama doesn't "
157,0,2219510944,Thu Jun 18 00:42:22 PDT 2009,NO_QUERY,ab_linguistics,"It's 8.40 am, and I have already finished my first half hour of work. Don't know how I did it, brain is still half asleep. "
158,0,1980506557,Sun May 31 06:56:27 PDT 2009,NO_QUERY,discomaniac,i feel like i'm still in 7th grade. i hate this leveling up thang. if only we can just fail schoool &amp; stay 7thgrade forevahhhhh 
159,0,1961573888,Fri May 29 09:42:47 PDT 2009,NO_QUERY,DanielleRaee,At work my head hurts a little due to my neck! I hate when I sleep wrong! 
160,0,1824947607,Sun May 17 03:39:19 PDT 2009,NO_QUERY,hollicebear,I already miss my bear. 
161,0,2202148109,Tue Jun 16 21:19:01 PDT 2009,NO_QUERY,f0rr357f1r3,I didn't get my free coke glass 
162,0,1978513188,Sat May 30 23:35:33 PDT 2009,NO_QUERY,cmoncase,embarrassed. reality check 
163,0,1468136206,Mon Apr 06 23:54:54 PDT 2009,NO_QUERY,Sam_Symons,"@riskyrevenge Wait, what? Sick? "
164,0,2322552197,Wed Jun 24 22:49:26 PDT 2009,NO_QUERY,ZhuhaiNights,Can't access Google in China - BOO     Guess I've gotta us MS's new www.bing.com  meh.
165,0,2321477626,Wed Jun 24 21:06:42 PDT 2009,NO_QUERY,kRySunique,@MzDeDaze no i havent 
166,0,2206157277,Wed Jun 17 06:05:53 PDT 2009,NO_QUERY,Vix_Pix,"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. "
167,0,2238755096,Fri Jun 19 07:41:54 PDT 2009,NO_QUERY,nick_nc19,"im soooo bored right now.,.,.,!! "
168,0,2243582312,Fri Jun 19 13:38:05 PDT 2009,NO_QUERY,myfunclub,"@crazydiamondsi Eh up you  We are talking SAAB 9-5 se, estate too. Had to get a 2.0t as insurance wouldn't touch Poppet on a 2.3t "
169,0,2266549498,Sun Jun 21 08:41:58 PDT 2009,NO_QUERY,Grapesodaa,@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?
170,0,2183591516,Mon Jun 15 14:43:01 PDT 2009,NO_QUERY,MCal27,Just attempting to watch Quantum of Solace again after leaving it disappointed sometime ago... Yes it is as crap as I remembered 
171,0,2066141815,Sun Jun 07 09:58:08 PDT 2009,NO_QUERY,haleydamm,so so burnt 
172,0,1997961747,Mon Jun 01 17:45:29 PDT 2009,NO_QUERY,erikadanyel24,Our red tail hawk has to go to a rehabilitater now 
173,0,1974813267,Sat May 30 13:53:28 PDT 2009,NO_QUERY,magaliface,on my way to work.  ihop tonight with ezelle!
174,0,2249522640,Fri Jun 19 22:29:41 PDT 2009,NO_QUERY,scottvarga,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. 
175,0,1985567932,Sun May 31 17:21:13 PDT 2009,NO_QUERY,SupaJohn,@JeepGirlYJ94 I broke my arm 
176,0,2262838342,Sat Jun 20 23:20:43 PDT 2009,NO_QUERY,krisldavis,"crappy day turned awesome at work, only to come home to discover that my chico dog is sick "
177,0,1753250003,Sun May 10 00:45:33 PDT 2009,NO_QUERY,syahrani,"Please don't leave, Tevez!  I rather dump Berbatov to be honest. a lazy player with 30 Mil tag. http://tinyurl.com/oddnpu (via @MUFCNews)"
178,0,2264057188,Sun Jun 21 02:38:44 PDT 2009,NO_QUERY,CannonGod,"@hannahnicklin Aw, sorry to hear that  And it seemed so full of life yesterday! Tbh the USB went on a friends WinMob phone. Hmmm :-\"
